NAME,state,county,Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
"Minnehaha County, South Dakota",46,099,60028.0
"Custer County, South Dakota",46,033,55472.0
"Hyde County, South Dakota",46,069,54891.0
"Clark County, South Dakota",46,025,47798.0
"Faulk County, South Dakota",46,049,53889.0
"Kingsbury County, South Dakota",46,077,59375.0
"Walworth County, South Dakota",46,129,52123.0
"Clay County, South Dakota",46,027,43189.0
"Day County, South Dakota",46,037,44145.0
"Douglas County, South Dakota",46,043,57419.0
"Harding County, South Dakota",46,063,57365.0
"McPherson County, South Dakota",46,089,43804.0
"Roberts County, South Dakota",46,109,50495.0
"Sully County, South Dakota",46,119,64028.0
"Lincoln County, South Dakota",46,083,81422.0
"Lake County, South Dakota",46,079,59232.0
"Lawrence County, South Dakota",46,081,52245.0
"Codington County, South Dakota",46,029,54774.0
"Butte County, South Dakota",46,019,44387.0
"Corson County, South Dakota",46,031,35441.0
"Edmunds County, South Dakota",46,045,68551.0
"Campbell County, South Dakota",46,021,52500.0
"Bennett County, South Dakota",46,007,48348.0
"Haakon County, South Dakota",46,055,37420.0
"Jones County, South Dakota",46,075,41103.0
"Meade County, South Dakota",46,093,59218.0
"McCook County, South Dakota",46,087,62234.0
"Turner County, South Dakota",46,125,55380.0
"Brown County, South Dakota",46,013,56455.0
"Hanson County, South Dakota",46,061,63036.0
"Mellette County, South Dakota",46,095,31222.0
"Perkins County, South Dakota",46,105,56850.0
"Pennington County, South Dakota",46,103,55024.0
"Union County, South Dakota",46,127,69563.0
"Miner County, South Dakota",46,097,51394.0
"Ziebach County, South Dakota",46,137,37143.0
"Deuel County, South Dakota",46,039,57930.0
"Bon Homme County, South Dakota",46,009,54450.0
"Brule County, South Dakota",46,015,50839.0
"Fall River County, South Dakota",46,047,50837.0
"Gregory County, South Dakota",46,053,44479.0
"Oglala Lakota County, South Dakota",46,102,30347.0
"Maury County, Tennessee",47,119,54249.0
"Union County, Tennessee",47,173,41352.0
"Montgomery County, Tennessee",47,125,55972.0
"Dickson County, Tennessee",47,043,50549.0
"Morgan County, Tennessee",47,129,40166.0
"Grundy County, Tennessee",47,061,36987.0
"Monroe County, Tennessee",47,123,38327.0
"Henry County, Tennessee",47,079,40837.0
"Cocke County, Tennessee",47,029,33614.0
"Crockett County, Tennessee",47,033,42047.0
"DeKalb County, Tennessee",47,041,44134.0
"Lake County, Tennessee",47,095,34966.0
"Knox County, Tennessee",47,093,54437.0
"Lewis County, Tennessee",47,101,37139.0
"McMinn County, Tennessee",47,107,41398.0
"Marshall County, Tennessee",47,117,49370.0
"Obion County, Tennessee",47,131,39866.0
"Rhea County, Tennessee",47,143,39451.0
"Scott County, Tennessee",47,151,35453.0
"Tipton County, Tennessee",47,167,60167.0
"Anderson County, Tennessee",47,001,49376.0
"Dyer County, Tennessee",47,045,43762.0
"Fentress County, Tennessee",47,049,35084.0
"Gibson County, Tennessee",47,053,41886.0
"Hamilton County, Tennessee",47,065,53035.0
"Loudon County, Tennessee",47,105,56078.0
"Rutherford County, Tennessee",47,149,63846.0
"Smith County, Tennessee",47,159,46404.0
"Wilson County, Tennessee",47,189,71513.0
"Sullivan County, Tennessee",47,163,43442.0
"Warren County, Tennessee",47,177,37715.0
"Washington County, Tennessee",47,179,46752.0
"Benton County, Tennessee",47,005,33125.0
"Campbell County, Tennessee",47,013,38170.0
"Cannon County, Tennessee",47,015,49523.0
"Fayette County, Tennessee",47,047,59017.0
"Hancock County, Tennessee",47,067,28990.0
"Johnson County, Tennessee",47,091,34151.0
"Lincoln County, Tennessee",47,103,45736.0
"Moore County, Tennessee",47,127,52294.0
"Franklin County, Tennessee",47,051,49038.0
"Blount County, Tennessee",47,009,54140.0
"Lawrence County, Tennessee",47,099,41553.0
"Carter County, Tennessee",47,019,36589.0
"Grainger County, Tennessee",47,057,42997.0
"Lauderdale County, Tennessee",47,097,37915.0
"Marion County, Tennessee",47,115,48024.0
"Overton County, Tennessee",47,133,36558.0
"Sumner County, Tennessee",47,165,64631.0
"Trousdale County, Tennessee",47,169,52864.0
"Williamson County, Tennessee",47,187,109026.0
"Clay County, Tennessee",47,027,31487.0
"Greene County, Tennessee",47,059,40138.0
"Shelby County, Tennessee",47,157,49782.0
"Van Buren County, Tennessee",47,175,37127.0
"Henderson County, Tennessee",47,077,42430.0
"Hickman County, Tennessee",47,081,41998.0
"Jefferson County, Tennessee",47,089,47264.0
"Sequatchie County, Tennessee",47,153,51750.0
"Sevier County, Tennessee",47,155,45943.0
"Carroll County, Tennessee",47,017,40810.0
"Chester County, Tennessee",47,023,45667.0
"Davidson County, Tennessee",47,037,56507.0
"Jackson County, Tennessee",47,087,36703.0
"Perry County, Tennessee",47,135,34634.0
"Roane County, Tennessee",47,145,50003.0
"Meigs County, Tennessee",47,121,43250.0
"Hamblen County, Tennessee",47,063,42589.0
"Haywood County, Tennessee",47,075,38362.0
"Erath County, Texas",48,143,48819.0
"Brazoria County, Texas",48,039,79270.0
"Motley County, Texas",48,345,43750.0
"Donley County, Texas",48,129,43224.0
"Atascosa County, Texas",48,013,55265.0
"Coleman County, Texas",48,083,43981.0
"Nolan County, Texas",48,353,44346.0
"Hudspeth County, Texas",48,229,29318.0
"Medina County, Texas",48,325,61059.0
"Ward County, Texas",48,475,64630.0
"Henderson County, Texas",48,213,45798.0
"Harrison County, Texas",48,203,51202.0
"Menard County, Texas",48,327,40606.0
"Lamar County, Texas",48,277,43562.0
"Fayette County, Texas",48,149,56297.0
"Williamson County, Texas",48,491,83679.0
"Polk County, Texas",48,373,46182.0
"Refugio County, Texas",48,391,48112.0
"Caldwell County, Texas",48,055,52278.0
"Wilbarger County, Texas",48,487,48773.0
"Reagan County, Texas",48,383,70478.0
"Hale County, Texas",48,189,47080.0
"Shelby County, Texas",48,419,40764.0
"Runnels County, Texas",48,399,41732.0
"San Jacinto County, Texas",48,407,44658.0
"Tom Green County, Texas",48,451,51675.0
"Victoria County, Texas",48,469,55631.0
"Waller County, Texas",48,473,57654.0
"Wichita County, Texas",48,485,46575.0
"Wilson County, Texas",48,493,72445.0
"Hockley County, Texas",48,219,48116.0
"Maverick County, Texas",48,323,38035.0
"Fannin County, Texas",48,147,50761.0
"Midland County, Texas",48,329,78888.0
"Live Oak County, Texas",48,297,55766.0
"Llano County, Texas",48,299,52178.0
"Karnes County, Texas",48,255,52252.0
"Brazos County, Texas",48,041,46839.0
"Cass County, Texas",48,067,45345.0
"Gaines County, Texas",48,165,59032.0
"Gray County, Texas",48,179,47170.0
"Madison County, Texas",48,313,49428.0
"Jack County, Texas",48,237,51700.0
"Kendall County, Texas",48,259,82390.0
"Bosque County, Texas",48,035,50882.0
"Bexar County, Texas",48,029,55456.0
"Bailey County, Texas",48,017,46485.0
"Baylor County, Texas",48,023,40750.0
"Cameron County, Texas",48,061,37132.0
"Denton County, Texas",48,121,83376.0
"Washington County, Texas",48,477,56237.0
"Morris County, Texas",48,343,42961.0
"Stephens County, Texas",48,429,45336.0
"Harris County, Texas",48,201,60146.0
"Andrews County, Texas",48,003,74233.0
"Gillespie County, Texas",48,171,58325.0
"Gonzales County, Texas",48,177,53006.0
"Lynn County, Texas",48,305,43524.0
"Young County, Texas",48,503,47194.0
"Zapata County, Texas",48,505,31113.0
"Hood County, Texas",48,221,59049.0
"Hopkins County, Texas",48,223,51877.0
"Ochiltree County, Texas",48,357,49928.0
"King County, Texas",48,269,65125.0
"Knox County, Texas",48,275,46146.0
"McLennan County, Texas",48,309,48199.0
"Cherokee County, Texas",48,073,46044.0
"Concho County, Texas",48,095,43355.0
"Delta County, Texas",48,119,46138.0
"Edwards County, Texas",48,137,40313.0
"Eastland County, Texas",48,133,35325.0
"Jones County, Texas",48,253,45694.0
"Reeves County, Texas",48,389,58384.0
"Sabine County, Texas",48,403,33257.0
"Sherman County, Texas",48,421,56576.0
"Swisher County, Texas",48,437,38418.0
"Hunt County, Texas",48,231,51928.0
"Camp County, Texas",48,063,42604.0
"Hansford County, Texas",48,195,39229.0
"Guadalupe County, Texas",48,187,70931.0
"Clay County, Texas",48,077,51191.0
"Hill County, Texas",48,217,48823.0
"Nacogdoches County, Texas",48,347,43598.0
"Parmer County, Texas",48,369,54184.0
"Presidio County, Texas",48,377,27061.0
"Val Verde County, Texas",48,465,45521.0
"Ector County, Texas",48,135,60676.0
"Glasscock County, Texas",48,173,75833.0
"Grimes County, Texas",48,185,50298.0
"Collin County, Texas",48,085,94192.0
"Angelina County, Texas",48,005,47714.0
"Cottle County, Texas",48,101,34375.0
"Hays County, Texas",48,209,65935.0
"Rockwall County, Texas",48,397,94767.0
"Lipscomb County, Texas",48,295,57372.0
"Matagorda County, Texas",48,321,45500.0
"Pecos County, Texas",48,371,52282.0
"Rusk County, Texas",48,401,52329.0
"Throckmorton County, Texas",48,447,44196.0
"Walker County, Texas",48,471,41855.0
"Wood County, Texas",48,499,48534.0
"Aransas County, Texas",48,007,44865.0
"Childress County, Texas",48,075,40794.0
"Coke County, Texas",48,081,45551.0
"Coryell County, Texas",48,099,51440.0
"Hemphill County, Texas",48,211,63778.0
"Moore County, Texas",48,341,51527.0
"Navarro County, Texas",48,349,47920.0
"San Augustine County, Texas",48,405,35509.0
"Shackelford County, Texas",48,417,45187.0
"Starr County, Texas",48,427,29294.0
"Upton County, Texas",48,461,52257.0
"Bastrop County, Texas",48,021,62941.0
"Hall County, Texas",48,191,32921.0
"Franklin County, Texas",48,159,52944.0
"Frio County, Texas",48,163,42476.0
"Lampasas County, Texas",48,281,58194.0
"Mason County, Texas",48,319,40708.0
"Dickens County, Texas",48,125,41618.0
"Tarrant County, Texas",48,439,64874.0
"Anderson County, Texas",48,001,43355.0
"Jackson County, Texas",48,239,60276.0
"Milam County, Texas",48,331,47081.0
"Comanche County, Texas",48,093,47893.0
"Brooks County, Texas",48,047,27378.0
"Cass County, Iowa",19,029,48178.0
"Cherokee County, Iowa",19,035,54658.0
"Crawford County, Iowa",19,047,53609.0
"Des Moines County, Iowa",19,057,49977.0
"Fayette County, Iowa",19,065,50015.0
"Harrison County, Iowa",19,085,60063.0
"Kossuth County, Iowa",19,109,54146.0
"Mills County, Iowa",19,129,69177.0
"Monona County, Iowa",19,133,45252.0
"Muscatine County, Iowa",19,139,57348.0
"Osceola County, Iowa",19,143,58125.0
"Polk County, Iowa",19,153,66044.0
"Webster County, Iowa",19,187,44261.0
"Story County, Iowa",19,169,54554.0
"Woodbury County, Iowa",19,193,55483.0
"Black Hawk County, Iowa",19,013,52688.0
"Grundy County, Iowa",19,075,66965.0
"Jackson County, Iowa",19,097,54070.0
"Jones County, Iowa",19,105,56012.0
"Lee County, Iowa",19,111,48571.0
"Mitchell County, Iowa",19,131,55553.0
"Warren County, Iowa",19,181,74383.0
"Sac County, Iowa",19,161,54958.0
"Plymouth County, Iowa",19,149,64296.0
"Clay County, Iowa",19,041,47874.0
"Clinton County, Iowa",19,045,50156.0
"Smith County, Kansas",20,183,43438.0
"Grant County, Kansas",20,067,55455.0
"Kingman County, Kansas",20,095,58483.0
"Butler County, Kansas",20,015,63272.0
"Nemaha County, Kansas",20,131,58644.0
"Pottawatomie County, Kansas",20,149,64657.0
"Cherokee County, Kansas",20,021,41103.0
"Lincoln County, Kansas",20,105,46196.0
"Sumner County, Kansas",20,191,54915.0
"Trego County, Kansas",20,195,56810.0
"Wilson County, Kansas",20,205,46208.0
"Woodson County, Kansas",20,207,34621.0
"Ness County, Kansas",20,135,51033.0
"Osborne County, Kansas",20,141,48355.0
"Bourbon County, Kansas",20,011,40733.0
"Hamilton County, Kansas",20,075,45000.0
"Kiowa County, Kansas",20,097,51336.0
"Shawnee County, Kansas",20,177,55199.0
"Sherman County, Kansas",20,181,52847.0
"Thomas County, Kansas",20,193,57478.0
"Montgomery County, Kansas",20,125,45173.0
"Morris County, Kansas",20,127,50352.0
"Rawlins County, Kansas",20,153,48125.0
"Rooks County, Kansas",20,163,50511.0
"Clark County, Kansas",20,025,50368.0
"Ellsworth County, Kansas",20,053,48188.0
"Harper County, Kansas",20,077,49455.0
"Russell County, Kansas",20,167,52806.0
"Lyon County, Kansas",20,111,44191.0
"Pawnee County, Kansas",20,145,42853.0
"Allen County, Kansas",20,001,42679.0
"Comanche County, Kansas",20,033,56912.0
"Elk County, Kansas",20,049,38494.0
"Gove County, Kansas",20,063,48894.0
"Harvey County, Kansas",20,079,56051.0
"Hodgeman County, Kansas",20,083,53854.0
"Kearny County, Kansas",20,093,51314.0
"Stafford County, Kansas",20,185,48563.0
"McPherson County, Kansas",20,113,57765.0
"Osage County, Kansas",20,139,55036.0
"Greeley County, Kansas",20,071,51250.0
"Coffey County, Kansas",20,031,58636.0
"Crawford County, Kansas",20,037,40174.0
"Ellis County, Kansas",20,051,52700.0
"Greenwood County, Kansas",20,073,42595.0
"Labette County, Kansas",20,099,47668.0
"Linn County, Kansas",20,107,43699.0
"Sedgwick County, Kansas",20,173,54974.0
"Seward County, Kansas",20,175,47025.0
"Republic County, Kansas",20,157,48022.0
"Graham County, Kansas",20,065,40769.0
"Johnson County, Kansas",20,091,84915.0
"Douglas County, Kansas",20,045,55832.0
"Sheridan County, Kansas",20,179,56071.0
"Miami County, Kansas",20,121,69150.0
"Gray County, Kansas",20,069,64426.0
"Wallace County, Kansas",20,199,58875.0
"Stevens County, Kansas",20,189,56507.0
"Washington County, Kansas",20,201,48889.0
"Chautauqua County, Kansas",20,019,38690.0
"Morton County, Kansas",20,129,43925.0
"Reno County, Kansas",20,155,49174.0
"Cloud County, Kansas",20,029,44143.0
"Scott County, Kansas",20,171,71394.0
"Doniphan County, Kansas",20,043,49338.0
"Haskell County, Kansas",20,081,53527.0
"Lane County, Kansas",20,101,51719.0
"Neosho County, Kansas",20,133,44294.0
"Brown County, Kansas",20,013,48547.0
"Phillips County, Kansas",20,147,48272.0
"Riley County, Kansas",20,161,49910.0
"Decatur County, Kansas",20,039,44104.0
"Jefferson County, Kansas",20,087,61793.0
"Butler County, Kentucky",21,031,40061.0
"Edmonson County, Kentucky",21,061,41360.0
"Harrison County, Kentucky",21,097,49696.0
"Bracken County, Kentucky",21,023,45827.0
"Lyon County, Kentucky",21,143,50097.0
"Elliott County, Kentucky",21,063,33377.0
"Jefferson County, Kentucky",21,111,54357.0
"Larue County, Kentucky",21,123,41779.0
"Mason County, Kentucky",21,161,41415.0
"Mercer County, Kentucky",21,167,50475.0
"Robertson County, Kentucky",21,201,38864.0
"Russell County, Kentucky",21,207,36159.0
"Washington County, Kentucky",21,229,50794.0
"Ballard County, Kentucky",21,007,44350.0
"Barren County, Kentucky",21,009,40216.0
"Green County, Kentucky",21,087,37374.0
"Hancock County, Kentucky",21,091,52019.0
"Martin County, Kentucky",21,159,35125.0
"Hardin County, Kentucky",21,093,53168.0
"McLean County, Kentucky",21,149,50445.0
"Ohio County, Kentucky",21,183,42826.0
"Powell County, Kentucky",21,197,36958.0
"Webster County, Kentucky",21,233,40947.0
"Caldwell County, Kentucky",21,033,44940.0
"Casey County, Kentucky",21,045,34457.0
"Christian County, Kentucky",21,047,41235.0
"Grayson County, Kentucky",21,085,37906.0
"Henry County, Kentucky",21,103,51447.0
"Hopkins County, Kentucky",21,107,45738.0
"Jackson County, Kentucky",21,109,32143.0
"Laurel County, Kentucky",21,125,39230.0
"Marshall County, Kentucky",21,157,50731.0
"Meade County, Kentucky",21,163,57963.0
"Montgomery County, Kentucky",21,173,41974.0
"Nicholas County, Kentucky",21,181,41354.0
"Oldham County, Kentucky",21,185,97597.0
"Owen County, Kentucky",21,187,45338.0
"Rockcastle County, Kentucky",21,203,36468.0
"Scott County, Kentucky",21,209,66966.0
"Warren County, Kentucky",21,227,52007.0
"Allen County, Kentucky",21,003,40893.0
"Bourbon County, Kentucky",21,017,51462.0
"Boyd County, Kentucky",21,019,46165.0
"Bullitt County, Kentucky",21,029,60534.0
"Crittenden County, Kentucky",21,055,43169.0
"Fayette County, Kentucky",21,067,54918.0
"Fulton County, Kentucky",21,075,28559.0
"Johnson County, Kentucky",21,115,37559.0
"Menifee County, Kentucky",21,165,39905.0
"Clay County, Kentucky",21,051,26250.0
"Morgan County, Kentucky",21,175,34419.0
"Perry County, Kentucky",21,193,31046.0
"Wolfe County, Kentucky",21,237,22458.0
"Bell County, Kentucky",21,013,24628.0
"Breathitt County, Kentucky",21,025,26376.0
"Graves County, Kentucky",21,083,41615.0
"Hart County, Kentucky",21,099,37795.0
"Wayne County, Kentucky",21,231,34039.0
"Marion County, Kentucky",21,155,38544.0
"Trigg County, Kentucky",21,221,52279.0
"Boone County, Kentucky",21,015,75043.0
"Leslie County, Kentucky",21,131,30798.0
"Knox County, Kentucky",21,121,28790.0
"Lawrence County, Kentucky",21,127,31813.0
"Livingston County, Kentucky",21,139,46076.0
"Pike County, Kentucky",21,195,34081.0
"Shelby County, Kentucky",21,211,64240.0
"Anderson County, Kentucky",21,005,54160.0
"Breckinridge County, Kentucky",21,027,48189.0
"Franklin County, Kentucky",21,073,55068.0
"Kenton County, Kentucky",21,117,61606.0
"Madison County, Kentucky",21,151,48687.0
"Magoffin County, Kentucky",21,153,29516.0
"Owsley County, Kentucky",21,189,25530.0
"Simpson County, Kentucky",21,213,48311.0
"Taylor County, Kentucky",21,217,39055.0
"Todd County, Kentucky",21,219,41865.0
"Carlisle County, Kentucky",21,039,39664.0
"Clinton County, Kentucky",21,053,31115.0
"Gallatin County, Kentucky",21,077,50204.0
"Garrard County, Kentucky",21,079,49888.0
"Fleming County, Kentucky",21,069,42213.0
"Campbell County, Kentucky",21,037,59782.0
"Vermilion Parish, Louisiana",22,113,50690.0
"St. Charles Parish, Louisiana",22,089,66620.0
"Concordia Parish, Louisiana",22,029,31813.0
"Tensas Parish, Louisiana",22,107,23870.0
"St. James Parish, Louisiana",22,093,50661.0
"Grant Parish, Louisiana",22,043,40792.0
"Jefferson Parish, Louisiana",22,051,52558.0
"Bienville Parish, Louisiana",22,013,30300.0
"Bossier Parish, Louisiana",22,015,53806.0
"Cameron Parish, Louisiana",22,023,55000.0
"East Feliciana Parish, Louisiana",22,037,48129.0
"St. John the Baptist Parish, Louisiana",22,095,54821.0
"Plaquemines Parish, Louisiana",22,075,52386.0
"Ouachita Parish, Louisiana",22,073,41314.0
"Rapides Parish, Louisiana",22,079,44852.0
"Washington Parish, Louisiana",22,117,34985.0
"St. Landry Parish, Louisiana",22,097,33288.0
"Tangipahoa Parish, Louisiana",22,105,46297.0
"Acadia Parish, Louisiana",22,001,41177.0
"St. Mary Parish, Louisiana",22,101,40485.0
"West Carroll Parish, Louisiana",22,123,36528.0
"St. Tammany Parish, Louisiana",22,103,67706.0
"Union Parish, Louisiana",22,111,43083.0
"Caldwell Parish, Louisiana",22,021,32174.0
"Lafayette Parish, Louisiana",22,055,54726.0
"Caddo Parish, Louisiana",22,017,40866.0
"East Carroll Parish, Louisiana",22,035,21161.0
"Ascension Parish, Louisiana",22,005,76589.0
"Iberia Parish, Louisiana",22,045,45274.0
"St. Bernard Parish, Louisiana",22,087,46011.0
"St. Helena Parish, Louisiana",22,091,39895.0
"West Baton Rouge Parish, Louisiana",22,121,60908.0
"De Soto Parish, Louisiana",22,031,44230.0
"Red River Parish, Louisiana",22,081,33446.0
"Livingston Parish, Louisiana",22,063,63159.0
"Natchitoches Parish, Louisiana",22,069,27795.0
"Orleans Parish, Louisiana",22,071,39576.0
"Catahoula Parish, Louisiana",22,025,38854.0
"Calcasieu Parish, Louisiana",22,019,49452.0
"Franklin Parish, Louisiana",22,041,35466.0
"Assumption Parish, Louisiana",22,007,44744.0
"Jackson Parish, Louisiana",22,049,38523.0
"Richland Parish, Louisiana",22,083,34422.0
"St. Martin Parish, Louisiana",22,099,47974.0
"Winn Parish, Louisiana",22,127,35398.0
"East Baton Rouge Parish, Louisiana",22,033,52719.0
"Allen Parish, Louisiana",22,003,41009.0
"Madison Parish, Louisiana",22,065,27810.0
"Oxford County, Maine",23,017,47275.0
"Waldo County, Maine",23,027,51564.0
"Penobscot County, Maine",23,019,49374.0
"Androscoggin County, Maine",23,001,51412.0
"Aroostook County, Maine",23,003,39824.0
"Cumberland County, Maine",23,005,69708.0
"Knox County, Maine",23,013,55402.0
"York County, Maine",23,031,65538.0
"Franklin County, Maine",23,007,48053.0
"Somerset County, Maine",23,025,42491.0
"Worcester County, Maryland",24,047,61145.0
"Baltimore city, Maryland",24,510,48840.0
"Talbot County, Maryland",24,041,67204.0
"Harford County, Maryland",24,025,85942.0
"Howard County, Maryland",24,027,117730.0
"Anne Arundel County, Maryland",24,003,97810.0
"Baltimore County, Maryland",24,005,74127.0
"Calvert County, Maryland",24,009,104301.0
"Garrett County, Maryland",24,023,49619.0
"Montgomery County, Maryland",24,031,106287.0
"Carroll County, Maryland",24,013,93363.0
"Queen Anne's County, Maryland",24,035,92167.0
"St. Mary's County, Maryland",24,037,90438.0
"Charles County, Maryland",24,017,95924.0
"Dorchester County, Maryland",24,019,52145.0
"Washington County, Maryland",24,043,59719.0
"Wicomico County, Maryland",24,045,56608.0
"Cecil County, Maryland",24,015,72845.0
"Caroline County, Maryland",24,011,54956.0
"Suffolk County, Massachusetts",25,025,64582.0
"Barnstable County, Massachusetts",25,001,70621.0
"Dukes County, Massachusetts",25,007,71224.0
"Middlesex County, Massachusetts",25,017,97012.0
"Berkshire County, Massachusetts",25,003,56674.0
"Essex County, Massachusetts",25,009,75878.0
"Bristol County, Massachusetts",25,005,66157.0
"Hampden County, Massachusetts",25,013,53403.0
"Plymouth County, Massachusetts",25,023,85654.0
"Franklin County, Massachusetts",25,011,59522.0
"Norfolk County, Massachusetts",25,021,99511.0
"Hampshire County, Massachusetts",25,015,67044.0
"Nantucket County, Massachusetts",25,019,105171.0
"Monroe County, Michigan",26,115,61514.0
"Allegan County, Michigan",26,005,59883.0
"Hillsdale County, Michigan",26,059,48392.0
"Alger County, Michigan",26,003,46007.0
"Oceana County, Michigan",26,127,46217.0
"Leelanau County, Michigan",26,089,63831.0
"Clare County, Michigan",26,035,37369.0
"Keweenaw County, Michigan",26,083,49779.0
"Isabella County, Michigan",26,073,44408.0
"Ottawa County, Michigan",26,139,67468.0
"Tuscola County, Michigan",26,157,47694.0
"Alpena County, Michigan",26,007,41991.0
"Ionia County, Michigan",26,067,54343.0
"Midland County, Michigan",26,111,59271.0
"Berrien County, Michigan",26,021,49135.0
"Oscoda County, Michigan",26,135,40255.0
"Crawford County, Michigan",26,039,47443.0
"Clinton County, Michigan",26,037,67482.0
"Gratiot County, Michigan",26,057,44991.0
"Huron County, Michigan",26,063,46320.0
"Lenawee County, Michigan",26,091,53972.0
"Mason County, Michigan",26,105,49663.0
"Montcalm County, Michigan",26,117,47000.0
"St. Joseph County, Michigan",26,149,50117.0
"St. Clair County, Michigan",26,147,55240.0
"Washtenaw County, Michigan",26,161,69434.0
"Arenac County, Michigan",26,011,40769.0
"Cass County, Michigan",26,027,53571.0
"Iron County, Michigan",26,071,38918.0
"Roscommon County, Michigan",26,143,40302.0
"Wayne County, Michigan",26,163,45321.0
"Branch County, Michigan",26,023,50536.0
"Jackson County, Michigan",26,075,51431.0
"Mackinac County, Michigan",26,097,46507.0
"Antrim County, Michigan",26,009,52589.0
"Houghton County, Michigan",26,061,42852.0
"Iosco County, Michigan",26,069,42102.0
"Lake County, Michigan",26,085,34631.0
"Montmorency County, Michigan",26,119,42305.0
"Presque Isle County, Michigan",26,141,46439.0
"Kalamazoo County, Michigan",26,077,54431.0
"Mecosta County, Michigan",26,107,44460.0
"Marquette County, Michigan",26,103,50771.0
"Newaygo County, Michigan",26,123,46724.0
"Osceola County, Michigan",26,133,42689.0
"Otsego County, Michigan",26,137,52645.0
"Calhoun County, Michigan",26,025,47426.0
"Cheboygan County, Michigan",26,031,46161.0
"Luce County, Michigan",26,095,42255.0
"Kent County, Michigan",26,081,60351.0
"Macomb County, Michigan",26,099,60466.0
"Bay County, Michigan",26,017,48005.0
"Saginaw County, Michigan",26,145,46919.0
"Shiawassee County, Michigan",26,155,54742.0
"Baraga County, Michigan",26,013,42444.0
"Charlevoix County, Michigan",26,029,53207.0
"Eaton County, Michigan",26,045,62474.0
"Delta County, Michigan",26,041,46490.0
"Gogebic County, Michigan",26,053,38798.0
"Emmet County, Michigan",26,047,54055.0
"Woodruff County, Arkansas",05,147,31023.0
"Cleburne County, Arkansas",05,023,43391.0
"Cleveland County, Arkansas",05,025,42460.0
"Jackson County, Arkansas",05,067,33174.0
"Hempstead County, Arkansas",05,057,41355.0
"Sharp County, Arkansas",05,135,33708.0
"Stone County, Arkansas",05,137,36162.0
"Washington County, Arkansas",05,143,49629.0
"Baxter County, Arkansas",05,005,41481.0
"Ashley County, Arkansas",05,003,39635.0
"Craighead County, Arkansas",05,031,45868.0
"Greene County, Arkansas",05,055,47497.0
"Lafayette County, Arkansas",05,073,32412.0
"Perry County, Arkansas",05,105,46071.0
"Phillips County, Arkansas",05,107,29263.0
"Poinsett County, Arkansas",05,111,39277.0
"Sevier County, Arkansas",05,133,46667.0
"Yell County, Arkansas",05,149,42361.0
"Calhoun County, Arkansas",05,013,44022.0
"Clark County, Arkansas",05,019,39752.0
"Bradley County, Arkansas",05,011,39510.0
"Monroe County, Arkansas",05,095,35190.0
"Polk County, Arkansas",05,113,37035.0
"Ouachita County, Arkansas",05,103,34887.0
"Newton County, Arkansas",05,101,39896.0
"Little River County, Arkansas",05,081,45388.0
"Carroll County, Arkansas",05,015,43505.0
"Miller County, Arkansas",05,091,41903.0
"Lake County, California",06,033,42475.0
"Mariposa County, California",06,043,51199.0
"Yuba County, California",06,115,52624.0
"Contra Costa County, California",06,013,93712.0
"Lassen County, California",06,035,56362.0
"Santa Barbara County, California",06,083,71657.0
"Sonoma County, California",06,097,76753.0
"Imperial County, California",06,025,45834.0
"Mono County, California",06,051,63018.0
"Alameda County, California",06,001,92574.0
"Sacramento County, California",06,067,63902.0
"Napa County, California",06,055,84753.0
"Monterey County, California",06,053,66676.0
"Sierra County, California",06,091,48125.0
"San Diego County, California",06,073,74855.0
"Yolo County, California",06,113,65923.0
"Humboldt County, California",06,023,45528.0
"Alpine County, California",06,003,64688.0
"Mendocino County, California",06,045,49233.0
"Santa Cruz County, California",06,087,78041.0
"Los Angeles County, California",06,037,64251.0
"Riverside County, California",06,065,63948.0
"Santa Clara County, California",06,085,116178.0
"Marin County, California",06,041,110217.0
"Siskiyou County, California",06,093,44200.0
"Shasta County, California",06,089,50905.0
"Del Norte County, California",06,015,45258.0
"San Luis Obispo County, California",06,079,70699.0
"Glenn County, California",06,021,47395.0
"Butte County, California",06,007,48443.0
"Plumas County, California",06,063,53270.0
"Kern County, California",06,029,52479.0
"Orange County, California",06,059,85398.0
"Calaveras County, California",06,009,58151.0
"Sutter County, California",06,101,56955.0
"San Mateo County, California",06,081,113776.0
"Tuolumne County, California",06,109,56493.0
"San Joaquin County, California",06,077,61145.0
"Amador County, California",06,005,61198.0
"Phillips County, Colorado",08,095,50724.0
"Archuleta County, Colorado",08,007,50753.0
"Denver County, Colorado",08,031,63793.0
"Kiowa County, Colorado",08,061,39784.0
"Huerfano County, Colorado",08,055,36705.0
"Baca County, Colorado",08,009,37500.0
"Chaffee County, Colorado",08,015,54580.0
"Gilpin County, Colorado",08,047,75120.0
"Kit Carson County, Colorado",08,063,51046.0
"Garfield County, Colorado",08,045,72898.0
"Gunnison County, Colorado",08,051,54979.0
"Jefferson County, Colorado",08,059,78943.0
"Mineral County, Colorado",08,079,61058.0
"Ouray County, Colorado",08,091,62230.0
"Rio Blanco County, Colorado",08,103,55543.0
"Sedgwick County, Colorado",08,115,45188.0
"Conejos County, Colorado",08,021,34746.0
"Costilla County, Colorado",08,023,30593.0
"Adams County, Colorado",08,001,67575.0
"Eagle County, Colorado",08,037,84685.0
